,Brand,Transmission,Fuel,Kms,Price,year
3769,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3770,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
3771,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
3772,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
3773,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
3774,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
3775,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
3776,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
3777,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
3778,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
3779,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
3780,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3781,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
3782,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3783,2018 Maruti Vitara Brezza,Manual,Diesel,"60,395 km","6,81,899",2018
3784,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3785,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3786,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3787,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3788,2014 Maruti Swift Dzire,Manual,Diesel,"96,978 km","4,16,399",2014
3789,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
3790,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
3791,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3792,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3793,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
3794,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3795,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3796,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3797,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3798,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
3799,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3800,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
3801,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3802,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3803,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3804,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
3805,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3806,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3807,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3808,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
3809,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3810,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
3811,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
3812,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
3813,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
3814,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
3815,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
3816,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
3817,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
3818,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
3819,2013 BMW 5 Series,Automatic,Diesel,"46,477 km","18,17,799",2013
3820,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
3821,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
3822,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
3823,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3824,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
3825,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
3826,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
3827,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
3828,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
3829,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3830,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
3831,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
3832,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
3833,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
3834,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
3835,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
3836,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
3837,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
3838,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
3839,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
3840,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3841,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
3842,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3843,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
3844,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3845,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3846,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3847,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3848,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
3849,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
3850,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3851,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3852,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3853,2013 Hyundai i20,Manual,Diesel,"32,431 km","3,63,799",2013
3854,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3855,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3856,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3857,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3858,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
3859,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3860,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
3861,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3862,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3863,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3864,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
3865,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3866,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3867,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3868,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
3869,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3870,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
3871,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
3872,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
3873,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
3874,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
3875,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
3876,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
3877,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
3878,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
3879,2015 Audi A6,Automatic,Diesel,"38,870 km","19,33,399",2015
3880,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
3881,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
3882,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
3883,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3884,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
3885,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
3886,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
3887,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
3888,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
3889,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3890,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
3891,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
3892,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
3893,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
3894,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
3895,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
3896,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
3897,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
3898,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
3899,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
3900,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3901,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
3902,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3903,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
3904,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
3905,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3906,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3907,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3908,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
3909,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
3910,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
3911,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
3912,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
3913,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
3914,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3915,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3916,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3917,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
3918,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
3919,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
3920,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
3921,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3922,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3923,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3924,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
3925,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
3926,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3927,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3928,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
3929,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
3930,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
3931,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
3932,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
3933,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
3934,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
3935,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
3936,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
3937,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
3938,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
3939,2015 Audi A6,Automatic,Diesel,"38,870 km","19,33,399",2015
3940,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
3941,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
3942,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
3943,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
3944,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
3945,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
3946,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
3947,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
